person,model
http://example.org/person_311,Jeep
http://xmlns.com/foaf/0.1/person_295,Honda
http://example.org/person_304,Buick
http://xmlns.com/foaf/0.1/person_186,Volvo
http://xmlns.com/foaf/0.1/person_186,Subaru
http://example.org/person_414,Isuzu
http://xmlns.com/foaf/0.1/person_896,Chevrolet
http://xmlns.com/foaf/0.1/person_896,Suzuki
http://xmlns.com/foaf/0.1/person_262,Buick
http://example.org/person_512,Maybach
http://example.org/person_512,Porsche
http://example.org/person_894,Ford
http://example.org/person_894,Chevrolet
http://xmlns.com/foaf/0.1/person_153,Chevrolet
http://example.org/person_244,Chevrolet
http://example.org/person_244,Mazda
http://example.org/person_69,Isuzu
http://example.org/person_69,Isuzu
http://example.org/person_992,Maserati
http://example.org/person_487,Mazda
http://example.org/person_122,Chevrolet
http://example.org/person_585,Jaguar
http://xmlns.com/foaf/0.1/person_870,Chrysler
http://xmlns.com/foaf/0.1/person_706,Mazda
http://example.org/person_578,Chrysler
http://example.org/person_578,BMW
http://xmlns.com/foaf/0.1/person_293,Jeep
http://xmlns.com/foaf/0.1/person_293,Mitsubishi
http://xmlns.com/foaf/0.1/person_28,Cadillac
http://xmlns.com/foaf/0.1/person_28,MINI
http://xmlns.com/foaf/0.1/person_184,Buick
http://xmlns.com/foaf/0.1/person_184,GMC
http://xmlns.com/foaf/0.1/person_904,Chrysler
http://xmlns.com/foaf/0.1/person_904,BMW
http://example.org/person_169,Mitsubishi
http://example.org/person_169,Mercedes-Benz
http://example.org/person_929,Mitsubishi
http://xmlns.com/foaf/0.1/person_134,Cadillac
http://xmlns.com/foaf/0.1/person_134,Hyundai
http://xmlns.com/foaf/0.1/person_276,Pontiac
http://xmlns.com/foaf/0.1/person_546,BMW
http://example.org/person_612,Chrysler
http://example.org/person_612,Volvo
http://xmlns.com/foaf/0.1/person_101,Oldsmobile
http://example.org/person_82,Oldsmobile
http://example.org/person_193,Toyota
http://example.org/person_193,Cadillac
http://example.org/person_953,Land Rover
http://example.org/person_953,Mercury
http://example.org/person_18,GMC
http://example.org/person_75,Dodge
http://example.org/person_75,BMW
http://example.org/person_493,Maserati
http://example.org/person_220,Cadillac
http://example.org/person_220,Land Rover
http://example.org/person_186,Subaru
http://example.org/person_186,Volvo
http://example.org/person_573,Dodge
http://xmlns.com/foaf/0.1/person_253,Subaru
http://xmlns.com/foaf/0.1/person_253,Toyota
http://xmlns.com/foaf/0.1/person_144,BMW
http://example.org/person_11,Pontiac
http://example.org/person_11,Chevrolet
http://xmlns.com/foaf/0.1/person_99,Chevrolet
http://xmlns.com/foaf/0.1/person_99,Volvo
http://xmlns.com/foaf/0.1/person_190,Pontiac
http://xmlns.com/foaf/0.1/person_190,Buick
http://xmlns.com/foaf/0.1/person_478,Dodge
http://example.org/person_7,Porsche
http://xmlns.com/foaf/0.1/person_748,Cadillac
http://xmlns.com/foaf/0.1/person_114,BMW
http://xmlns.com/foaf/0.1/person_114,Dodge
http://example.org/person_679,Cadillac
http://xmlns.com/foaf/0.1/person_424,Cadillac
http://xmlns.com/foaf/0.1/person_424,Pontiac
http://xmlns.com/foaf/0.1/person_323,Oldsmobile
http://xmlns.com/foaf/0.1/person_715,Infiniti
http://xmlns.com/foaf/0.1/person_715,Land Rover
http://xmlns.com/foaf/0.1/person_1000,Subaru
http://example.org/person_296,BMW
http://example.org/person_691,Chevrolet
http://example.org/person_627,Suzuki
http://example.org/person_627,Lincoln
http://example.org/person_394,BMW
http://example.org/person_394,Chevrolet
http://xmlns.com/foaf/0.1/person_897,Chevrolet
http://xmlns.com/foaf/0.1/person_897,Chevrolet
http://xmlns.com/foaf/0.1/person_690,Chevrolet
http://example.org/person_968,Chevrolet
http://example.org/person_968,Chrysler
http://example.org/person_208,Mitsubishi
http://xmlns.com/foaf/0.1/person_346,Mitsubishi
http://xmlns.com/foaf/0.1/person_346,Infiniti
http://example.org/person_247,Lincoln
http://example.org/person_995,Toyota
http://example.org/person_995,Honda
http://example.org/person_235,Hyundai
http://example.org/person_983,Kia
http://example.org/person_983,Jeep
http://xmlns.com/foaf/0.1/person_59,Toyota
http://xmlns.com/foaf/0.1/person_59,Dodge
http://example.org/person_588,Subaru
http://xmlns.com/foaf/0.1/person_784,Toyota
http://xmlns.com/foaf/0.1/person_697,Chevrolet
http://xmlns.com/foaf/0.1/person_697,Dodge
http://xmlns.com/foaf/0.1/person_480,Jeep
http://xmlns.com/foaf/0.1/person_480,Mercury
http://xmlns.com/foaf/0.1/person_751,Jeep
http://xmlns.com/foaf/0.1/person_751,Maybach
http://xmlns.com/foaf/0.1/person_437,Pontiac
http://xmlns.com/foaf/0.1/person_269,Dodge
http://xmlns.com/foaf/0.1/person_269,Cadillac
http://xmlns.com/foaf/0.1/person_371,Cadillac
http://xmlns.com/foaf/0.1/person_404,MINI
http://xmlns.com/foaf/0.1/person_957,Acura
http://xmlns.com/foaf/0.1/person_721,Mitsubishi
http://xmlns.com/foaf/0.1/person_721,Bentley
http://xmlns.com/foaf/0.1/person_378,Jeep
http://xmlns.com/foaf/0.1/person_378,Mitsubishi
http://example.org/person_610,Land Rover
http://example.org/person_610,Mitsubishi
http://xmlns.com/foaf/0.1/person_608,Suzuki
http://xmlns.com/foaf/0.1/person_327,Isuzu
http://xmlns.com/foaf/0.1/person_210,Subaru
http://xmlns.com/foaf/0.1/person_806,Honda
http://example.org/person_701,Pontiac
http://example.org/person_701,Lincoln
http://example.org/person_404,MINI
http://xmlns.com/foaf/0.1/person_352,Kia
http://xmlns.com/foaf/0.1/person_352,Nissan
http://example.org/person_786,Pontiac
http://example.org/person_786,Jeep
http://xmlns.com/foaf/0.1/person_561,Buick
http://xmlns.com/foaf/0.1/person_561,Jeep
http://example.org/person_884,Dodge
http://example.org/person_884,BMW
http://xmlns.com/foaf/0.1/person_764,Chevrolet
http://xmlns.com/foaf/0.1/person_452,Pontiac
http://xmlns.com/foaf/0.1/person_301,Kia
http://xmlns.com/foaf/0.1/person_301,Lincoln
http://example.org/person_889,Volkswagen
http://xmlns.com/foaf/0.1/person_989,Mercedes-Benz
http://xmlns.com/foaf/0.1/person_989,Nissan
http://xmlns.com/foaf/0.1/person_993,Dodge
http://xmlns.com/foaf/0.1/person_5,Lotus
http://xmlns.com/foaf/0.1/person_606,Jeep
http://xmlns.com/foaf/0.1/person_963,Isuzu
http://xmlns.com/foaf/0.1/person_963,Chevrolet
http://xmlns.com/foaf/0.1/person_529,Volvo
http://xmlns.com/foaf/0.1/person_854,Chevrolet
http://example.org/person_813,Porsche
http://example.org/person_528,Lincoln
http://example.org/person_777,Toyota
http://example.org/person_433,Jeep
http://example.org/person_543,Chevrolet
http://example.org/person_543,Subaru
http://example.org/person_875,Lincoln
http://example.org/person_875,Audi
http://example.org/person_602,Dodge
http://example.org/person_602,Lexus
http://xmlns.com/foaf/0.1/person_16,Porsche
http://example.org/person_468,GMC
http://example.org/person_468,Volkswagen
http://example.org/person_397,Kia
http://example.org/person_397,Pontiac
http://xmlns.com/foaf/0.1/person_642,Ford
http://xmlns.com/foaf/0.1/person_831,Chevrolet
http://xmlns.com/foaf/0.1/person_831,Bentley
http://xmlns.com/foaf/0.1/person_263,Chrysler
http://xmlns.com/foaf/0.1/person_390,Chevrolet
http://xmlns.com/foaf/0.1/person_390,Chevrolet
http://example.org/person_176,Buick
http://example.org/person_176,Ford
http://xmlns.com/foaf/0.1/person_973,Jeep
http://example.org/person_62,BMW
http://example.org/person_62,Kia
http://example.org/person_740,Oldsmobile
http://example.org/person_740,Buick
http://xmlns.com/foaf/0.1/person_230,Ford
http://xmlns.com/foaf/0.1/person_230,Infiniti
http://example.org/person_333,Dodge
http://example.org/person_333,Dodge
http://xmlns.com/foaf/0.1/person_372,Subaru
http://xmlns.com/foaf/0.1/person_372,Mitsubishi
http://example.org/person_431,Maybach
http://example.org/person_431,Mazda
http://example.org/person_541,Chevrolet
http://example.org/person_541,Chevrolet
http://xmlns.com/foaf/0.1/person_581,Mitsubishi
http://xmlns.com/foaf/0.1/person_581,Jeep
http://example.org/person_124,Pontiac
http://xmlns.com/foaf/0.1/person_237,Ford
http://example.org/person_801,Volvo
http://example.org/person_534,Toyota
http://xmlns.com/foaf/0.1/person_29,Buick
http://example.org/person_666,Dodge
http://example.org/person_666,GMC
http://xmlns.com/foaf/0.1/person_211,Dodge
http://xmlns.com/foaf/0.1/person_915,Volkswagen
http://xmlns.com/foaf/0.1/person_915,Dodge
http://example.org/person_286,Mitsubishi
http://example.org/person_286,Chevrolet
http://xmlns.com/foaf/0.1/person_102,Oldsmobile
http://xmlns.com/foaf/0.1/person_311,Jeep
http://example.org/person_617,BMW
http://xmlns.com/foaf/0.1/person_209,Land Rover
http://xmlns.com/foaf/0.1/person_453,Pontiac
http://xmlns.com/foaf/0.1/person_453,Hyundai
http://xmlns.com/foaf/0.1/person_64,Pontiac
http://xmlns.com/foaf/0.1/person_64,Panoz
http://example.org/person_77,Plymouth
http://example.org/person_77,Maybach
http://xmlns.com/foaf/0.1/person_420,Cadillac
http://xmlns.com/foaf/0.1/person_420,Mitsubishi
http://example.org/person_130,Cadillac
http://example.org/person_222,Chevrolet
http://example.org/person_222,Lexus
http://example.org/person_100,Toyota
http://example.org/person_100,Nissan
http://example.org/person_732,Suzuki
http://example.org/person_732,Pontiac
http://xmlns.com/foaf/0.1/person_31,Porsche
http://xmlns.com/foaf/0.1/person_31,Chevrolet
http://example.org/person_492,Mitsubishi
http://example.org/person_492,Buick
http://example.org/person_215,Land Rover
http://example.org/person_975,Lexus
http://example.org/person_975,Hyundai
http://xmlns.com/foaf/0.1/person_498,Chevrolet
http://example.org/person_568,Pontiac
http://xmlns.com/foaf/0.1/person_947,Dodge
http://example.org/person_595,Dodge
http://example.org/person_914,Buick
http://xmlns.com/foaf/0.1/person_425,Ford
http://xmlns.com/foaf/0.1/person_475,Hyundai
http://xmlns.com/foaf/0.1/person_475,BMW
http://xmlns.com/foaf/0.1/person_571,Oldsmobile
http://xmlns.com/foaf/0.1/person_366,Chevrolet
http://xmlns.com/foaf/0.1/person_366,Chrysler
http://xmlns.com/foaf/0.1/person_215,Land Rover
http://xmlns.com/foaf/0.1/person_815,Hyundai
http://xmlns.com/foaf/0.1/person_815,Dodge
http://example.org/person_38,Mazda
http://example.org/person_65,Audi
http://example.org/person_65,Nissan
http://example.org/person_240,Mazda
http://example.org/person_240,Buick
http://xmlns.com/foaf/0.1/person_106,Land Rover
http://example.org/person_483,Land Rover
http://example.org/person_483,Bugatti
http://example.org/person_210,Subaru
http://xmlns.com/foaf/0.1/person_315,Lincoln
http://xmlns.com/foaf/0.1/person_315,Honda
http://example.org/person_581,Mitsubishi
http://example.org/person_581,Jeep
http://xmlns.com/foaf/0.1/person_187,Chevrolet
http://xmlns.com/foaf/0.1/person_680,Hyundai
http://xmlns.com/foaf/0.1/person_457,Chevrolet
http://xmlns.com/foaf/0.1/person_481,Pontiac
http://xmlns.com/foaf/0.1/person_481,Chevrolet
http://xmlns.com/foaf/0.1/person_73,Hyundai
http://xmlns.com/foaf/0.1/person_73,Panoz
http://example.org/person_705,Honda
http://example.org/person_705,Pontiac
http://example.org/person_669,Chevrolet
http://example.org/person_669,Volvo
http://xmlns.com/foaf/0.1/person_689,Porsche
http://xmlns.com/foaf/0.1/person_689,Honda
http://example.org/person_767,Dodge
http://xmlns.com/foaf/0.1/person_588,Subaru
http://xmlns.com/foaf/0.1/person_328,Ford
http://xmlns.com/foaf/0.1/person_517,BMW
http://xmlns.com/foaf/0.1/person_517,Lexus
http://xmlns.com/foaf/0.1/person_389,Isuzu
http://xmlns.com/foaf/0.1/person_389,Pontiac
http://example.org/person_681,Audi
http://example.org/person_681,Hyundai
http://example.org/person_791,MINI
http://xmlns.com/foaf/0.1/person_659,Volkswagen
http://xmlns.com/foaf/0.1/person_562,Nissan
http://xmlns.com/foaf/0.1/person_562,Buick
http://example.org/person_703,Pontiac
http://example.org/person_703,Subaru
http://example.org/person_632,Land Rover
http://example.org/person_973,Jeep
http://xmlns.com/foaf/0.1/person_626,Ford
http://example.org/person_730,MINI
http://example.org/person_225,Cadillac
http://example.org/person_323,Oldsmobile
http://xmlns.com/foaf/0.1/person_671,Mitsubishi
http://xmlns.com/foaf/0.1/person_671,Lexus
http://example.org/person_509,Pontiac
http://example.org/person_509,Pontiac
http://example.org/person_316,Mazda
http://example.org/person_316,Mercedes-Benz
http://xmlns.com/foaf/0.1/person_243,Buick
http://xmlns.com/foaf/0.1/person_600,GMC
http://xmlns.com/foaf/0.1/person_600,Ford
http://xmlns.com/foaf/0.1/person_778,GMC
http://xmlns.com/foaf/0.1/person_778,Maybach
http://xmlns.com/foaf/0.1/person_669,Chevrolet
http://xmlns.com/foaf/0.1/person_669,Volvo
http://example.org/person_499,BMW
http://example.org/person_499,Acura
http://example.org/person_340,GMC
http://example.org/person_340,Kia
http://xmlns.com/foaf/0.1/person_594,Chrysler
http://xmlns.com/foaf/0.1/person_639,Mazda
http://xmlns.com/foaf/0.1/person_643,Volvo
http://xmlns.com/foaf/0.1/person_643,Honda
http://xmlns.com/foaf/0.1/person_868,Chevrolet
http://example.org/person_696,Subaru
http://xmlns.com/foaf/0.1/person_610,Land Rover
http://xmlns.com/foaf/0.1/person_610,Mitsubishi
http://example.org/person_399,Nissan
http://xmlns.com/foaf/0.1/person_78,Jeep
http://xmlns.com/foaf/0.1/person_566,Maybach
http://xmlns.com/foaf/0.1/person_566,Buick
http://example.org/person_90,Ford
http://example.org/person_90,Bentley
http://example.org/person_897,Chevrolet
http://example.org/person_897,Chevrolet
http://example.org/person_624,Mercury
http://xmlns.com/foaf/0.1/person_880,Chevrolet
http://example.org/person_965,Chevrolet
http://xmlns.com/foaf/0.1/person_533,Kia
http://xmlns.com/foaf/0.1/person_49,Mazda
http://xmlns.com/foaf/0.1/person_49,Ford
http://xmlns.com/foaf/0.1/person_52,GMC
http://xmlns.com/foaf/0.1/person_52,Pontiac
http://xmlns.com/foaf/0.1/person_675,Volkswagen
http://xmlns.com/foaf/0.1/person_675,Lexus
http://xmlns.com/foaf/0.1/person_281,Chrysler
http://xmlns.com/foaf/0.1/person_281,BMW
http://example.org/person_84,Nissan
http://example.org/person_84,Chevrolet
http://xmlns.com/foaf/0.1/person_503,BMW
http://example.org/person_803,Hyundai
http://example.org/person_901,BMW
http://xmlns.com/foaf/0.1/person_387,Kia
http://xmlns.com/foaf/0.1/person_935,Jaguar
http://example.org/person_906,Chrysler
http://example.org/person_906,Nissan
http://example.org/person_830,Eagle
http://example.org/person_830,Audi
http://example.org/person_453,Pontiac
http://example.org/person_453,Hyundai
http://example.org/person_423,Mazda
http://example.org/person_423,MINI
http://example.org/person_533,Kia
http://xmlns.com/foaf/0.1/person_139,Hyundai
http://example.org/person_146,Chrysler
http://example.org/person_146,Subaru
http://xmlns.com/foaf/0.1/person_848,Chevrolet
http://example.org/person_892,Mitsubishi
http://xmlns.com/foaf/0.1/person_50,Mazda
http://example.org/person_196,Hyundai
http://xmlns.com/foaf/0.1/person_735,Chrysler
http://xmlns.com/foaf/0.1/person_735,Lexus
http://xmlns.com/foaf/0.1/person_909,Hyundai
http://xmlns.com/foaf/0.1/person_909,Acura
http://xmlns.com/foaf/0.1/person_912,Mitsubishi
http://xmlns.com/foaf/0.1/person_912,Chevrolet
http://xmlns.com/foaf/0.1/person_822,Subaru
http://xmlns.com/foaf/0.1/person_803,Hyundai
http://xmlns.com/foaf/0.1/person_933,Mazda
http://xmlns.com/foaf/0.1/person_32,Lexus
http://example.org/person_639,Mazda
http://xmlns.com/foaf/0.1/person_717,Chevrolet
http://xmlns.com/foaf/0.1/person_717,Jeep
http://xmlns.com/foaf/0.1/person_174,Cadillac
http://xmlns.com/foaf/0.1/person_174,Cadillac
http://example.org/person_821,Mazda
http://xmlns.com/foaf/0.1/person_884,Dodge
http://xmlns.com/foaf/0.1/person_884,BMW
http://example.org/person_524,MINI
http://example.org/person_524,Pontiac
http://example.org/person_256,GMC
http://example.org/person_256,Eagle
http://example.org/person_441,Bentley
http://example.org/person_441,Dodge
http://xmlns.com/foaf/0.1/person_195,Chrysler
http://xmlns.com/foaf/0.1/person_141,Mazda
http://example.org/person_651,Bentley
http://xmlns.com/foaf/0.1/person_82,Oldsmobile
http://example.org/person_99,Volvo
http://example.org/person_99,Chevrolet
http://example.org/person_597,Mercury
http://example.org/person_271,Mitsubishi
http://example.org/person_271,Chevrolet
http://xmlns.com/foaf/0.1/person_172,Nissan
http://xmlns.com/foaf/0.1/person_794,Cadillac
http://xmlns.com/foaf/0.1/person_264,Volkswagen
http://xmlns.com/foaf/0.1/person_959,Mercury
http://xmlns.com/foaf/0.1/person_959,Maserati
http://xmlns.com/foaf/0.1/person_685,Honda
http://example.org/person_120,Dodge
http://xmlns.com/foaf/0.1/person_534,Toyota
http://xmlns.com/foaf/0.1/person_155,Cadillac
http://example.org/person_94,Subaru
http://example.org/person_94,Lexus
http://example.org/person_710,Cadillac
http://example.org/person_205,Chevrolet
http://example.org/person_205,Hyundai
http://example.org/person_87,Mercedes-Benz
http://xmlns.com/foaf/0.1/person_501,Pontiac
http://xmlns.com/foaf/0.1/person_501,Suzuki
http://example.org/person_303,GMC
http://example.org/person_303,Lincoln
http://example.org/person_980,Panoz
http://example.org/person_232,Ford
http://example.org/person_232,Volvo
http://example.org/person_330,Porsche
http://example.org/person_904,BMW
http://example.org/person_904,Chrysler
http://xmlns.com/foaf/0.1/person_132,Lincoln
http://xmlns.com/foaf/0.1/person_132,Mazda
http://xmlns.com/foaf/0.1/person_827,Lincoln
http://xmlns.com/foaf/0.1/person_827,GMC
http://example.org/person_23,Dodge
http://example.org/person_23,Pontiac
http://example.org/person_686,Chevrolet
http://example.org/person_686,Mazda
http://xmlns.com/foaf/0.1/person_736,Jaguar
http://xmlns.com/foaf/0.1/person_736,Audi
http://xmlns.com/foaf/0.1/person_357,Dodge
http://xmlns.com/foaf/0.1/person_357,Volvo
http://example.org/person_789,Mazda
http://example.org/person_789,Pontiac
http://xmlns.com/foaf/0.1/person_627,Suzuki
http://xmlns.com/foaf/0.1/person_627,Lincoln
http://xmlns.com/foaf/0.1/person_890,Mazda
http://xmlns.com/foaf/0.1/person_890,Chevrolet
http://xmlns.com/foaf/0.1/person_703,Subaru
http://xmlns.com/foaf/0.1/person_703,Pontiac
http://xmlns.com/foaf/0.1/person_202,Honda
http://example.org/person_191,Panoz
http://example.org/person_191,Buick
http://xmlns.com/foaf/0.1/person_798,Chevrolet
http://xmlns.com/foaf/0.1/person_798,Subaru
http://example.org/person_737,GMC
http://example.org/person_725,Honda
http://xmlns.com/foaf/0.1/person_250,Mercury
http://xmlns.com/foaf/0.1/person_250,Pontiac
http://example.org/person_318,Mitsubishi
http://example.org/person_752,Hyundai
http://example.org/person_752,Chevrolet
http://xmlns.com/foaf/0.1/person_772,Mitsubishi
http://example.org/person_345,Porsche
http://example.org/person_345,Buick
http://xmlns.com/foaf/0.1/person_392,Maserati
http://xmlns.com/foaf/0.1/person_392,Nissan
http://xmlns.com/foaf/0.1/person_663,Mitsubishi
http://example.org/person_136,Buick
http://example.org/person_136,Nissan
http://xmlns.com/foaf/0.1/person_257,Honda
http://xmlns.com/foaf/0.1/person_148,Kia
http://xmlns.com/foaf/0.1/person_630,Chevrolet
http://xmlns.com/foaf/0.1/person_630,Chevrolet
http://xmlns.com/foaf/0.1/person_869,Lamborghini
http://xmlns.com/foaf/0.1/person_869,Chevrolet
http://xmlns.com/foaf/0.1/person_836,GMC
http://xmlns.com/foaf/0.1/person_836,BMW
http://xmlns.com/foaf/0.1/person_122,Chevrolet
http://example.org/person_713,Land Rover
http://example.org/person_306,Hyundai
http://example.org/person_306,Mitsubishi
http://example.org/person_416,Oldsmobile
http://example.org/person_416,Rambler
http://example.org/person_811,Mercury
http://example.org/person_811,MINI
http://example.org/person_626,Ford
http://example.org/person_896,Chevrolet
http://example.org/person_896,Suzuki
http://example.org/person_127,GMC
http://xmlns.com/foaf/0.1/person_752,Hyundai
http://xmlns.com/foaf/0.1/person_752,Chevrolet
http://example.org/person_619,Chevrolet
http://example.org/person_619,Chrysler
http://xmlns.com/foaf/0.1/person_440,Maserati
http://example.org/person_246,Mazda
http://xmlns.com/foaf/0.1/person_338,Mitsubishi
http://example.org/person_999,Mazda
http://xmlns.com/foaf/0.1/person_292,Chevrolet
http://xmlns.com/foaf/0.1/person_292,Volvo
http://xmlns.com/foaf/0.1/person_872,Hyundai
http://example.org/person_987,Pontiac
http://example.org/person_987,Toyota
http://xmlns.com/foaf/0.1/person_70,Pontiac
http://xmlns.com/foaf/0.1/person_842,BMW
http://example.org/person_825,Pontiac
http://example.org/person_825,Suzuki
http://example.org/person_923,Ford
http://example.org/person_923,Ford
http://xmlns.com/foaf/0.1/person_408,Toyota
http://xmlns.com/foaf/0.1/person_408,Isuzu
http://xmlns.com/foaf/0.1/person_278,Audi
http://xmlns.com/foaf/0.1/person_278,Cadillac
http://example.org/person_445,Subaru
http://example.org/person_950,Ford
http://example.org/person_950,Toyota
http://example.org/person_887,GMC
http://example.org/person_887,Lincoln
http://example.org/person_614,Kia
http://example.org/person_614,Ford
http://xmlns.com/foaf/0.1/person_160,Dodge
http://xmlns.com/foaf/0.1/person_160,Jeep
http://xmlns.com/foaf/0.1/person_994,Lexus
http://example.org/person_495,Lincoln
http://xmlns.com/foaf/0.1/person_885,Pontiac
http://xmlns.com/foaf/0.1/person_885,Chevrolet
http://xmlns.com/foaf/0.1/person_248,Mazda
http://xmlns.com/foaf/0.1/person_251,Hyundai
http://xmlns.com/foaf/0.1/person_251,Kia
http://example.org/person_188,Land Rover
http://example.org/person_188,Land Rover
http://xmlns.com/foaf/0.1/person_961,Chrysler
http://xmlns.com/foaf/0.1/person_961,Chevrolet
http://example.org/person_74,Land Rover
http://example.org/person_74,Hyundai
http://xmlns.com/foaf/0.1/person_142,Mazda
http://xmlns.com/foaf/0.1/person_852,Chevrolet
http://xmlns.com/foaf/0.1/person_852,Kia
http://xmlns.com/foaf/0.1/person_768,Porsche
http://xmlns.com/foaf/0.1/person_768,Cadillac
http://example.org/person_443,Pontiac
http://example.org/person_360,GMC
http://example.org/person_360,Bentley
http://example.org/person_13,Chevrolet
http://example.org/person_13,Volkswagen
http://xmlns.com/foaf/0.1/person_93,Honda
http://xmlns.com/foaf/0.1/person_93,Kia
http://xmlns.com/foaf/0.1/person_192,Ford
http://example.org/person_9,Audi
http://xmlns.com/foaf/0.1/person_460,Dodge
http://example.org/person_546,BMW
http://example.org/person_151,Ford
http://example.org/person_151,Mitsubishi
http://example.org/person_911,Toyota
http://xmlns.com/foaf/0.1/person_17,Volkswagen
http://xmlns.com/foaf/0.1/person_116,Hyundai
http://example.org/person_376,Honda
http://example.org/person_678,Hyundai
http://xmlns.com/foaf/0.1/person_79,Subaru
http://xmlns.com/foaf/0.1/person_79,Chevrolet
http://example.org/person_298,Volkswagen
http://example.org/person_298,Mazda
http://example.org/person_693,Land Rover
http://example.org/person_629,Mazda
http://xmlns.com/foaf/0.1/person_696,Subaru
http://example.org/person_641,Volvo
http://example.org/person_641,Porsche
http://example.org/person_142,Mazda
http://example.org/person_89,Ford
http://xmlns.com/foaf/0.1/person_169,Mitsubishi
http://xmlns.com/foaf/0.1/person_169,Mercedes-Benz
http://xmlns.com/foaf/0.1/person_977,Dodge
http://example.org/person_234,Mazda
http://example.org/person_234,Ford
http://example.org/person_261,Ford
http://example.org/person_261,Ford
http://example.org/person_291,Volvo
http://example.org/person_291,Ford
http://xmlns.com/foaf/0.1/person_439,Maybach
http://example.org/person_744,Toyota
http://example.org/person_744,BMW
http://example.org/person_227,Honda
http://example.org/person_227,Jaguar
http://xmlns.com/foaf/0.1/person_486,Lincoln
http://example.org/person_325,Chevrolet
http://example.org/person_325,Jeep
http://xmlns.com/foaf/0.1/person_377,GMC
http://xmlns.com/foaf/0.1/person_377,Toyota
http://xmlns.com/foaf/0.1/person_380,Lincoln
http://xmlns.com/foaf/0.1/person_380,Mazda
http://xmlns.com/foaf/0.1/person_951,Nissan
http://example.org/person_352,Kia
http://example.org/person_352,Nissan
http://example.org/person_926,Dodge
http://xmlns.com/foaf/0.1/person_354,Ford
http://xmlns.com/foaf/0.1/person_450,Infiniti
http://xmlns.com/foaf/0.1/person_496,Oldsmobile
http://example.org/person_252,Chevrolet
http://example.org/person_252,MINI
http://xmlns.com/foaf/0.1/person_766,Nissan
http://xmlns.com/foaf/0.1/person_766,Mercedes-Benz
http://xmlns.com/foaf/0.1/person_303,GMC
http://xmlns.com/foaf/0.1/person_303,Lincoln
http://example.org/person_593,Mazda
http://xmlns.com/foaf/0.1/person_91,Dodge
http://xmlns.com/foaf/0.1/person_91,Toyota
http://xmlns.com/foaf/0.1/person_599,Lincoln
http://xmlns.com/foaf/0.1/person_599,Dodge
http://xmlns.com/foaf/0.1/person_740,Buick
http://xmlns.com/foaf/0.1/person_740,Oldsmobile
http://xmlns.com/foaf/0.1/person_360,GMC
http://xmlns.com/foaf/0.1/person_360,Bentley
http://xmlns.com/foaf/0.1/person_225,Cadillac
http://example.org/person_717,Chevrolet
http://example.org/person_717,Jeep
http://example.org/person_815,Hyundai
http://example.org/person_815,Dodge
http://xmlns.com/foaf/0.1/person_283,BMW
http://xmlns.com/foaf/0.1/person_283,Lincoln
http://example.org/person_779,Land Rover
http://example.org/person_779,Chrysler
http://xmlns.com/foaf/0.1/person_576,Nissan
http://example.org/person_918,Buick
http://example.org/person_918,Volvo
http://xmlns.com/foaf/0.1/person_429,Maserati
http://example.org/person_158,Porsche
http://xmlns.com/foaf/0.1/person_467,MINI
http://xmlns.com/foaf/0.1/person_316,Mazda
http://xmlns.com/foaf/0.1/person_316,Mercedes-Benz
http://example.org/person_44,Ford
http://example.org/person_44,Lincoln
http://xmlns.com/foaf/0.1/person_789,Mazda
http://xmlns.com/foaf/0.1/person_789,Pontiac
http://example.org/person_715,Land Rover
http://example.org/person_715,Infiniti
http://xmlns.com/foaf/0.1/person_441,Bentley
http://xmlns.com/foaf/0.1/person_441,Dodge
http://example.org/person_742,Lamborghini
http://example.org/person_742,BMW
http://xmlns.com/foaf/0.1/person_978,Suzuki
http://example.org/person_708,GMC
http://example.org/person_708,Jeep
http://example.org/person_335,Jeep
http://example.org/person_335,Honda
http://example.org/person_806,Honda
http://example.org/person_328,Ford
http://example.org/person_648,Dodge
http://example.org/person_648,Audi
http://example.org/person_833,Mitsubishi
http://example.org/person_833,Honda
http://xmlns.com/foaf/0.1/person_231,Honda
http://xmlns.com/foaf/0.1/person_231,Infiniti
http://example.org/person_426,Audi
http://example.org/person_536,Buick
http://example.org/person_989,Nissan
http://example.org/person_989,Mercedes-Benz
http://example.org/person_119,Mazda
http://xmlns.com/foaf/0.1/person_657,Lincoln
http://example.org/person_107,Audi
http://example.org/person_107,Nissan
http://xmlns.com/foaf/0.1/person_518,Nissan
http://xmlns.com/foaf/0.1/person_518,Chevrolet
http://example.org/person_268,Land Rover
http://example.org/person_268,Pontiac
http://xmlns.com/foaf/0.1/person_331,Pontiac
http://xmlns.com/foaf/0.1/person_331,Chevrolet
http://xmlns.com/foaf/0.1/person_229,Chevrolet
http://example.org/person_450,Infiniti
http://xmlns.com/foaf/0.1/person_409,Lexus
http://xmlns.com/foaf/0.1/person_409,Pontiac
http://xmlns.com/foaf/0.1/person_89,Ford
http://example.org/person_20,Pontiac
http://xmlns.com/foaf/0.1/person_917,Ford
http://example.org/person_401,Mercedes-Benz
http://example.org/person_401,Mazda
http://xmlns.com/foaf/0.1/person_981,Mazda
http://xmlns.com/foaf/0.1/person_981,Chevrolet
http://xmlns.com/foaf/0.1/person_203,Subaru
http://example.org/person_117,Nissan
http://example.org/person_117,Mazda
